cation,anion_family,compound_name,formula,base_formula,hydration,hydration_formula,phase_at_25C,state_description,molar_mass_g_per_mol,DfH0_kJ_per_mol,DfH_298K_kJ_per_mol,DfG_298K_kJ_per_mol,H_H0_298K_kJ_per_mol,S_298K_J_per_molK,Cp_298K_J_per_molK,Cp_mass_J_per_kgK_298K,Tm_C,Tm_K,Tb_C,Tb_K,Td_C,Hfus_kJ_per_mol,Hvap_kJ_per_mol,Hsub_kJ_per_mol,density_g_per_cm3,thermal_conductivity_W_per_mK,viscosity_mPa_s,hardness_Mohs,stability_range_C_min,stability_range_C_max,decomposition_products,Cp_equation_type,Cp_coeff_a,Cp_coeff_b,Cp_coeff_c,Cp_temp_range_K_min,Cp_temp_range_K_max,pressure_kPa,source_thermodynamic,source_physical_properties,source_transition_temps,data_quality,CAS,notes,CID_pubchem,color,odor,solubility,stability,toxicity_hazard,Tm_C_pubchem,Tb_C_pubchem,Td_C_pubchem,density_pubchem,flash_point_C,vapor_pressure_mmHg
K,nitride,,KCN,KCN,anhydrous,,solid,,65.1199,-117.88,-113.0,-101.86,17.393,128.49,66.27,1017.6612679073525,633.89,907.04,1625.0,1898.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,151-50-8,,9032.0,"White, granular powder or fused pieces; White amorphous lumps or crystalline mass; White cubic crystals; White, granular or crystalline solid.",,"72 % at 77 °F (NIOSH, 2024); Sol in 2 parts cold, 1 part boiling water; Sol in 2 parts glycerol; 100 g/100 cc hot water above 176 °F; Sol in 25 parts methanol; For more Solubility (Complete) data for POTASSIUM CYANIDE (13 total), please visit the HSDB record page.; Solubility in water, g/l at 25Â °C: 716 (freely soluble); (77 °F): 72%","In air, it is gradually decomp on exposure to carbon dioxide and moisture.",,633.89,1625.0,,,,
K,oxide,cyanate,KCNO,KCNO,anhydrous,,solid,,81.1193,,-418.65,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfide,thiocyanate,KCNS,KCNS,anhydrous,,solid,,97.1839,-200.748,-200.16,-178.31,17.472,124.26,88.53,910.9533575005738,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfide,,KCNS·0.5SO2,KCNS·0.5SO2,anhydrous,,solid,,129.2153,,-372.4,-330.1,,174.1,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfide,,KCNS·2SO2,KCNS·2SO2,anhydrous,,solid,,225.3095,,-876.5,-777.7,,339.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,K2SiO3,K2SiO3,anhydrous,,solid,,154.2882,,,,21.88,146.0,118.4,767.3950438205904,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,K2Si2O5,K2Si2O5,anhydrous,,solid,,214.373,,,,28.819,190.58,160.71,749.674632533015,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,fluoride,,K2SiF6,K2SiF6,anhydrous,,solid,,220.2804,,-2956.0,-2798.6,,225.9,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,borate,,KBO2,KBO2,anhydrous,,solid,,81.9118,-976.71,-981.6,-923.4,12.113,80.0,66.73,814.6567405428767,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,borate,,K2O·B2O3,K2O·B2O3,anhydrous,,solid,,163.8236,-1953.43,-1963.1,-1846.8,24.225,160.0,133.47,814.7177818092143,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,borate,,K2O·3B2O3,K2O·3B2O3,anhydrous,,solid,,303.064,,-4658.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,borate,,K2O·4B2O3,K2O·4B2O3,anhydrous,,solid,,372.6842,,-5975.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,fluoride,,KBF4,KBF4,anhydrous,,solid,,125.9066,-1877.28,-1882.0,-1785.7,21.28,152.3,110.58,878.2700827438752,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,14075-53-7,,518872.0,,,,,,,,,,,
K,chloride,,KBCl4,KBCl4,anhydrous,,solid,,191.725,,-910.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,fluoride,,K3AlF6,K3AlF6,anhydrous,,solid,,258.2779,,-3358.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KAlCl4,KAlCl4,anhydrous,,solid,,207.8955,,-1193.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K3AlCl6,K3AlCl6,anhydrous,,solid,,357.0055,,-2081.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,6432088.0,,,,,,,,,,,
K,chloride,,K3Al2Cl9,K3Al2Cl9,anhydrous,,solid,,490.346,,-2836.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KBr·AlCl3,KBr·AlCl3,anhydrous,,solid,,252.3515,,-1141.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KCl·AlBr3,KCl·AlBr3,anhydrous,,solid,,341.2635,,-1005.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KCl·2AlBr3,KCl·2AlBr3,anhydrous,,solid,,607.972,,-1525.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,KAl(SO4)2,KAl(SO4)2,anhydrous,,solid,,258.2067,,-2470.2,-2240.0,,204.6,192.97,747.3469898341135,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,kaliophilite,KAlSiO4,KAlSiO4,anhydrous,,solid,,158.1671,,-2121.3,-2005.3,,133.1,119.79,757.3635730818862,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,leucite,KAlSi2O6,KAlSi2O6,anhydrous,,solid,,218.2519,,-3034.2,-2871.4,,200.0,164.14,752.0667632217634,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,sanidine,KAlSi3O8,KAlSi3O8,anhydrous,,solid,,278.3367,-3937.69,-3959.7,-3739.9,33.97,232.88,204.51,734.7575795789776,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,microcline,KAlSi3O8,KAlSi3O8,anhydrous,,solid,,278.3367,-3946.06,-3968.1,-3742.9,33.97,214.22,202.38,727.1049775326071,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,fluoride,,KZnF3,KZnF3,anhydrous,,solid,,161.4672,,-1379.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,K2Zn(SO4)2,K2Zn(SO4)2,anhydrous,,solid,,335.6972,,-2434.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,KCl·ZnSO4,KCl·ZnSO4,anhydrous,,solid,,235.9866,,-1447.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,KBr·ZnSO4,KBr·ZnSO4,anhydrous,,solid,,280.4426,,-1402.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,KI·ZnSO4,KI·ZnSO4,anhydrous,,solid,,327.438,,-1332.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,fluoride,,KCuF3,KCuF3,anhydrous,,solid,,159.6372,,,,22.539,147.86,119.12,746.1919903380916,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KCuCl3,KCuCl3,anhydrous,,solid,,209.001,,-671.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2CuCl3,K2CuCl3,anhydrous,,solid,,248.103,,-1016.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2CuCl4,K2CuCl4,anhydrous,,solid,,283.556,,-1110.9,-1010.4,,270.7,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,K2Cu(SO4)2,K2Cu(SO4)2,anhydrous,,solid,blue,333.8672,,-2209.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,K2Cu(SO4)2,K2Cu(SO4)2,anhydrous,,solid,"white, prepared at 180·200°C",333.8672,,-2223.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,K2Cu(SO4)2,K2Cu(SO4)2,anhydrous,,solid,fused,333.8672,,-2215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,carbonate,,K2Cu(CO3)2,K2Cu(CO3)2,anhydrous,,solid,"author's form 2, β",261.7628,,-1733.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,carbonate,,K2Cu(CO3)2,K2Cu(CO3)2,anhydrous,,solid,"author's form 4, β",261.7628,,-1741.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,carbonate,,K2Cu(CO3)2,K2Cu(CO3)2,anhydrous,,solid,"author's form 5, α",261.7628,,-1744.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,carbonate,,K2Cu(HCO3)4,K2Cu(HCO3)4,anhydrous,,solid,,385.8136,,,-2913.9,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,fluoride,,KNiF3,KNiF3,anhydrous,,solid,,154.8072,,,,22.217,163.2,154.22,996.2068947697522,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KNiCl3,KNiCl3,anhydrous,,solid,,204.171,,-750.19,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KFeCl4,KFeCl4,anhydrous,,solid,,236.761,,-868.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,KMnO4,KMnO4,anhydrous,,solid,,158.0376,,-837.2,-737.6,,171.71,117.57,743.9368859056325,240.0,513.15,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7722-64-7,,516875.0,Dark purple or bronze-like crystals; Almost opaque by transmitted light and of a blue metallic luster by reflected air.; Purple orthorhombic crystals; Bipyrimidal rhombic prisms,,"Soluble in many organic solvents; also by concentrated acids with the liberation of oxygen.; Soluble in acetone and methanol; Soluble in acetic acid, trifluoroacetic acid, acetic anhydride, pyridine, benzonitrile, sulfolane.; In water, 6.40X10+4 mg/l @ 20 °C; 25 g/100 @ 65 °C water; Solubility in water, g/100ml at 20Â °C: 6.4 (moderate)",STABLE IN AIR AND LIGHT; SOLN ARE UNSTABLE,,240.0,,,,,
K,fluoride,,KMnF3,KMnF3,anhydrous,,solid,,151.0352,,,,22.59,174.1,115.1,762.0740065891923,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KMnCl3,KMnCl3,anhydrous,,solid,,200.399,,-935.12,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,K2Mn(SO4)2,K2Mn(SO4)2,anhydrous,,solid,,325.2652,,-2508.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,K2CrO4,K2CrO4,anhydrous,,solid,,194.1976,-1396.602,-1403.7,-1295.7,28.472,200.12,145.98,751.7085690039423,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,K2Cr2O7,K2Cr2O7,anhydrous,,solid,,294.1918,,-2061.5,-1881.8,,291.2,219.24,745.2281130881282,398.0,671.15,500.0,773.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7778-50-9,,24502.0,Orange-red triclinic crystals; Bright orange-red crystals,,"10 to 50 mg/mL at 68 °F (NTP, 1992); In water, 45,000 mg/L at 25 °C; Solubility in water: 4.9 g/100 cc at 0 °C; 102 g/100 cc at 100 °C; insoluble in alcohol; Saturated aqueous solution contains 4.3% at 0 °C; 11.7% at 20 °C; 20.9% at 40 °C; 50.2% at 100 °C; Solubility in water, g/100ml at 20Â °C: 12 (moderate)",Stable under recommended storage conditions.; More stable than sodium dichromate in humid conditions.,,398.0,500.0,,,,
K,oxide,,K2Cr3O10,K2Cr3O10,anhydrous,,solid,,394.186,,-2540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,fluoride,,K3CrO4F,K3CrO4F,anhydrous,,solid,,252.298,,-1969.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KCrCl3,KCrCl3,anhydrous,,solid,,197.457,,-856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2CrCl4,K2CrCl4,anhydrous,,solid,,272.012,,-1274.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K3CrCl6,K3CrCl6,anhydrous,,solid,,382.02,,-1912.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K3Cr2Cl9,K3Cr2Cl9,anhydrous,,solid,,540.375,,-2476.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KOCrO2Cl,KOCrO2Cl,anhydrous,,solid,,174.5492,,-980.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,K2TiO3,K2TiO3,anhydrous,,solid,,174.1022,,-1610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2TiCl3,K2TiCl3,anhydrous,,solid,,193.361,,-971.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2TiCl6,K2TiCl6,anhydrous,,solid,,338.822,,-1761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K3TiCl6,K3TiCl6,anhydrous,,solid,,377.924,,-2102.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2ZrCl6,K2ZrCl6,anhydrous,,solid,,382.142,,-1954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KYCl4,KYCl4,anhydrous,,solid,,269.819,,-1452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KCeCl4,KCeCl4,anhydrous,,solid,,321.034,,-1540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KCe3Cl10,KCe3Cl10,anhydrous,,solid,,813.992,,-3631.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K3CeCl6,K3CeCl6,anhydrous,,solid,,470.144,,-2390.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K3Ce2Cl9,K3Ce2Cl9,anhydrous,,solid,,716.623,,-3470.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KLaCl4,KLaCl4,anhydrous,,solid,,319.824,,-1594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KLa3Cl10,KLa3Cl10,anhydrous,,solid,,810.362,,-3677.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2LaCl5,K2LaCl5,anhydrous,,solid,,394.379,,-1968.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KMgCl3,KMgCl3,anhydrous,,solid,,169.773,,-1086.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2MgCl4,K2MgCl4,anhydrous,,solid,fused,244.328,,-1525.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2MgCl4,K2MgCl4,anhydrous,,solid,aged 2 months,244.328,,-1528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2MgCl4·2KCl,K2MgCl4·2KCl,anhydrous,,solid,,393.438,,-2408.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,K2Mg(SO4)2,K2Mg(SO4)2,anhydrous,,solid,aged 3 weeks after fusion,294.6392,,-2754.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,K2Mg(SO4)2,K2Mg(SO4)2,anhydrous,,solid,fused,294.6392,,-2753.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,laugbenite,K2SO4·2MgSO4,K2SO4·2MgSO4,anhydrous,,solid,,415.0128,,-4071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,fluoride,fluorophlogopite,KMg3AlSi3O10F2,KMg3AlSi3O10F2,anhydrous,,solid,,421.2683,,-6383.9,-6044.0,,336.4,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KCaCl3,KCaCl3,anhydrous,,solid,,185.541,,-1245.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,pyrophosphate,,K2CaP2O7,K2CaP2O7,anhydrous,,solid,,292.2274,,,,39.08,254.85,217.94,745.789067007406,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,K2O·23CaO·12SiO2,K2O·23CaO·12SiO2,anhydrous,,solid,,2105.0471,,-27603.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KSr2Cl5,KSr2Cl5,anhydrous,,solid,,391.607,,-2103.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2SrCl4,K2SrCl4,anhydrous,,solid,fused,307.636,,-1697.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2SrCl4,K2SrCl4,anhydrous,,solid,aged 2 months,307.636,,-1698.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,K2SO4·SrSO4,K2SO4·SrSO4,anhydrous,,solid,fused,357.9472,,-2881.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,K2SO4·SrSO4,K2SO4·SrSO4,anhydrous,,solid,aged 2 months,357.9472,,-2887.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,K2BaCl4,K2BaCl4,anhydrous,,solid,fused,357.356,,-1726.11,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,K2SO4·BaSO4,K2SO4·BaSO4,anhydrous,,solid,fused,407.6672,,-2906.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,K2SO4·BaSO4,K2SO4·BaSO4,anhydrous,,solid,aged 2 months,407.6672,,-2907.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,KNO2·2Ba(NO2)2,KNO2·2Ba(NO2)2,anhydrous,,solid,,543.8095,,-1906.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,carbonate,,K2CO3·BaCO3,K2CO3·BaCO3,anhydrous,,solid,aged 2 months,335.5628,,-2355.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,carbonate,,K2CO3·BaCO3,K2CO3·BaCO3,anhydrous,,solid,fused,335.5628,,-2358.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,,K2SO4·Li2SO4,K2SO4·Li2SO4,anhydrous,,solid,,284.2092,,-2883.99,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,borate,,K2O·Li2O·4B2O3,K2O·Li2O·4B2O3,anhydrous,,solid,,402.5656,,-6720.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,borate,,K2O·Li2O·6B2O3,K2O·Li2O·6B2O3,anhydrous,,solid,,541.806,,-9355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,borate,,K2O·Li2O·8B2O3,K2O·Li2O·8B2O3,anhydrous,,solid,,681.0464,,-11932.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,borate,,K2O·3Li2O·8B2O3,K2O·3Li2O·8B2O3,anhydrous,,solid,,740.8092,,-13518.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,borate,,K2O·3Li2O·12B2O3,K2O·3Li2O·12B2O3,anhydrous,,solid,,1019.29,,-18717.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,borate,,K2O·3Li2O·16B2O3,K2O·3Li2O·16B2O3,anhydrous,,solid,,1297.7708,,-23893.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,borate,,Li2O·3K2O·8B2O3,Li2O·3K2O·8B2O3,anhydrous,,solid,,869.4532,,-13431.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,borate,,Li2O·3K2O·12B2O3,Li2O·3K2O·12B2O3,anhydrous,,solid,,1147.9339,,-18703.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,borate,,Li2O·3K2O·16B2O3,Li2O·3K2O·16B2O3,anhydrous,,solid,,1426.4148,,-23901.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,,KNaCl2,KNaCl2,anhydrous,,solid,,132.9978,,-839.02,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfate,,Na2SO4·K2SO4,Na2SO4·K2SO4,anhydrous,,solid,aged 2 months,316.3068,,-2821.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfate,,Na2SO4·K2SO4,Na2SO4·K2SO4,anhydrous,,solid,fused,316.3068,,-2820.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfate,,Na2SO4·2K2SO4,Na2SO4·2K2SO4,anhydrous,,solid,aged 2 months,490.5724,,-4263.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfate,,Na2SO4·2K2SO4,Na2SO4·2K2SO4,anhydrous,,solid,fused,490.5724,,-4262.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfate,glaserite,Na2SO4·3K2SO4,Na2SO4·3K2SO4,anhydrous,,solid,,664.838,,-5709.24,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,carbonate,,Na2CO3·K2CO3,Na2CO3·K2CO3,anhydrous,,solid,aged 2 months,244.2024,,-2299.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,carbonate,,Na2CO3·K2CO3,Na2CO3·K2CO3,anhydrous,,solid,fused,244.2024,,-2297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,carbonate,,Na2CO3·2K2CO3,Na2CO3·2K2CO3,anhydrous,,solid,aged 2 months,382.4158,,-3455.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,carbonate,,Na2CO3·2K2CO3,Na2CO3·2K2CO3,anhydrous,,solid,fused,382.4158,,-3453.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,carbonate,,Na2CO3·3K2CO3,Na2CO3·3K2CO3,anhydrous,,solid,aged 2 months,520.6292,,-4587.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
